ident(String),type(String),name(String),elevation_ft(Integer),continent(String),iso_country(String),iso_region(String),municipality(String),gps_code(String),local_code(String),coordinates(String)
85OL,small_airport,Huscher Field,1242,NA,US,US-OK,Cache,85OL,85OL,"34.61949920654297, -98.59559631347656"
85OR,small_airport,Allen's Airstrip,4410,NA,US,US-OR,Bly,85OR,85OR,"42.404598236083984, -121.04900360107422"
85PA,small_airport,Krumenacker Airport,2040,NA,US,US-PA,Carrolltown,85PA,85PA,"40.59510040283203, -78.77839660644531"
85PN,small_airport,Kiski Airport,1280,NA,US,US-PA,Vandergrift,85PN,85PN,"40.579200744628906, -79.60530090332031"
85TA,closed,J-Bar Ranch Airport,718,NA,US,US-TX,Collinsville,,,"33.579899, -96.812401"
85TE,small_airport,Old Kingsbury Aerodrome,560,NA,US,US-TX,Kingsbury,85TE,85TE,"29.634199142456055, -97.81169891357422"
85TS,heliport,American Eurocopter Heliport,588,NA,US,US-TX,Grand Prairie,85TS,85TS,"32.702099, -97.048103"
85TX,small_airport,Rutherford Ranch Airport,983,NA,US,US-TX,Buda,85TX,85TX,"30.077699661254883, -97.9655990600586"
85U,small_airport,Soldier Bar US Forest Service Airport,4190,NA,US,US-ID,Soldier Bar,,85U,"45.104486, -114.799404"
85V,small_airport,Ganado Airport,6662,NA,US,US-AZ,Ganado,85V,85V,"35.70140075683594, -109.51000213623047"
85VA,seaplane_base,Land's End Seaplane Base,,NA,US,US-VA,Reedville,85VA,85VA,"37.853599548339844, -76.24669647216797"
85WA,small_airport,Scott Seed Farm Airport,1866,NA,US,US-WA,Pomeroy,85WA,85WA,"46.5265007019043, -117.76499938964844"
85WI,small_airport,Cub Bear Airport,1240,NA,US,US-WI,Emerald,85WI,85WI,"45.04439926147461, -92.29280090332031"
85XS,closed,Marine Consultants Inc Heliport,50,NA,US,US-TX,Houston,,,"29.7061, -95.274101"
86AK,seaplane_base,Hoppe'S Seaplane Base,180,NA,US,US-AK,Big Lake,86AK,86AK,"61.551431, -149.94575"
86AR,small_airport,Goacher Airport,235,NA,US,US-AR,Lonoke,86AR,86AR,"34.82929992675781, -91.95429992675781"
86CA,heliport,Valley Medical Center Heliport,307,NA,US,US-CA,Fresno,86CA,86CA,"36.73720169067383, -119.75399780273438"
86CL,small_airport,Ernst Field,2860,NA,US,US-CA,Hemet,86CL,86CL,"33.597198486328125, -116.88300323486328"
86CN,heliport,Mercy Medical Center Merced Heliport,194,NA,US,US-CA,Merced,86CN,86CN,"37.340819, -120.466636"
86CO,small_airport,Lazy W Airport,5200,NA,US,US-CO,Berthoud,86CO,86CO,"40.3135986328125, -105.1449966430664"
86FD,small_airport,Country Landings Airport,55,NA,US,US-FL,Bell,86FD,86FD,"29.764699935913086, -82.89640045166016"
86FL,heliport,Lake Shore Hospital Heliport,190,NA,US,US-FL,Lake City,86FL,86FL,"30.193300247192383, -82.63009643554688"
86GA,small_airport,Flying G Ranch Airport,845,NA,US,US-GA,Tunnel Hill,86GA,86GA,"34.86790084838867, -85.06109619140625"
86IL,small_airport,Sharp Airport,674,NA,US,US-IL,Bethany,86IL,86IL,"39.681667, -88.764444"
86IN,heliport,Washington County Hospital Heliport,776,NA,US,US-IN,Salem,86IN,86IN,"38.61330032348633, -86.10690307617188"
86IS,small_airport,Michael Pfister Airport,805,NA,US,US-IL,Roanoke,86IS,86IS,"40.77939987182617, -89.25779724121094"
86KS,small_airport,Weiss Airport,1031,NA,US,US-KS,Spring Hill,86KS,86KS,"38.7057991027832, -94.82469940185547"
86KY,closed,Hornback Airport,760,NA,US,US-KY,Hodgenville,,,"37.621399, -85.792198"
86LA,small_airport,Spring Airport,400,NA,US,US-LA,Kentwood,86LA,86LA,"30.973800659179688, -90.66570281982422"
86MI,small_airport,Downwind Acres Airport,683,NA,US,US-MI,Willis,86MI,86MI,"42.152801513671875, -83.56739807128906"
86MN,closed,Minn D O T Heliport,1024,NA,US,US-MN,Rochester,,,"44.072201, -92.505698"
86MO,heliport,Bothwell Regional Health Center Heliport,898,NA,US,US-MO,Sedalia,86MO,86MO,"38.69860076904297, -93.22239685058594"
86NC,small_airport,Craig Craft Airport,14,NA,US,US-NC,Hertford,86NC,86NC,"36.26359939575195, -76.49330139160156"
86NE,small_airport,Orum Aerodrome,1320,NA,US,US-NE,Blair,86NE,86NE,"41.54169845581055, -96.2739028930664"
86NJ,heliport,Hercules Inc. Heliport,90,NA,US,US-NJ,Sayerville,86NJ,86NJ,"40.4519996643, -74.3339996338"
86NY,heliport,East Farm Heliport,10,NA,US,US-NY,Head Of The Harbor,86NY,86NY,"40.913264, -73.155689"
86OH,small_airport,Westfield Airport,1044,NA,US,US-OH,Westfield Center,86OH,86OH,"41.01279830932617, -81.92009735107422"
86OI,heliport,Belcan Heliport,780,NA,US,US-OH,Blue Ash,86OI,86OI,"39.2578010559082, -84.38829803466797"
86OK,heliport,St Francis Hospital Vinita Heliport,700,NA,US,US-OK,Vinita,86OK,86OK,"36.653438, -95.156666"
86OR,heliport,Amber Glen Business Center Hp Heliport,200,NA,US,US-OR,Beaverton,86OR,86OR,"45.530399322509766, -122.88300323486328"
86PA,heliport,7D Farms Heliport,1080,NA,US,US-PA,Tipton,86PA,86PA,"40.644500732421875, -78.30059814453125"
86PN,small_airport,Seesholtz Airport,730,NA,US,US-PA,Bloomsburg,86PN,86PN,"41.044498443603516, -76.3552017211914"
86TA,small_airport,Slaughter Ranch Airport,890,NA,US,US-TX,Marble Falls,86TA,86TA,"30.612699508666992, -98.29750061035156"
86TE,small_airport,Matthews Ranch Airport,835,NA,US,US-TX,Santo,86TE,86TE,"32.649898529052734, -98.14730072021484"
86TS,small_airport,Fairway Farm Airport,360,NA,US,US-TX,San Augustine,86TS,86TS,"31.48349952697754, -94.03350067138672"
86TX,small_airport,Flying J Airport,1055,NA,US,US-TX,Bulverde,86TX,86TX,"29.737199783325195, -98.37889862060547"
86VA,heliport,Newport News General Hospital Heliport,19,NA,US,US-VA,Newport News,86VA,86VA,"36.999900817871094, -76.42469787597656"
86WA,small_airport,Kapowsin Field,720,NA,US,US-WA,Kapowsin,86WA,86WA,"47.00400161743164, -122.23600006103516"
86WI,closed,Bakers Field,875,NA,US,US-WI,Blanchardville,,,"42.825298, -89.870102"
86XS,small_airport,Gesin Ranches Airport,2200,NA,US,US-TX,Sweetwater,86XS,86XS,"32.40010070800781, -100.36699676513672"
87AK,small_airport,Soloy Strip,545,NA,US,US-AK,Wasilla,87AK,87AK,"61.6515007019043, -149.28799438476562"
87B,seaplane_base,Portage Lake Municipal Seaplane Base,608,NA,US,US-ME,Portage Lake,87B,87B,"46.76029968261719, -68.48079681396484"
87CA,closed,Swanson Ranch Nr 1 Airport,248,NA,US,US-CA,Hanford,,,"36.399899, -119.617995"
87CL,heliport,City National Plaza Heliport,980,NA,US,US-CA,Los Angeles,87CL,87CL,"34.05139923095703, -118.25700378417969"
87CN,heliport,Honda of Santa Ana Heliport,113,NA,US,US-CA,Santa Ana,87CN,87CN,"33.72710037231445, -117.83599853515625"
87CO,small_airport,Young's Strip,5650,NA,US,US-CO,Bennett,87CO,87CO,"39.69110107421875, -104.41600036621094"
87FD,heliport,Palm Beach Gardens Medical Center Heliport,14,NA,US,US-FL,Palm Beach Gardens,87FD,87FD,"26.829299926757812, -80.08570098876953"
87FL,heliport,King Heliport,8,NA,US,US-FL,New Port Richey,87FL,87FL,"28.252500534057617, -82.74359893798828"
87GA,heliport,Tanner Medical Center/Villa Rica Heliport,1000,NA,US,US-GA,Villa Rica,87GA,87GA,"33.73619842529297, -85.92410278320312"
87IL,small_airport,Bushby RLA Restricted Landing Area,580,NA,US,US-IL,Minooka,87IL,87IL,"41.516700744599994, -88.2667007446"
87IN,small_airport,May's Strip,715,NA,US,US-IN,Walkerton,87IN,87IN,"41.452999114990234, -86.4697036743164"
87IS,small_airport,Seigfried Halfpap Airport,550,NA,US,US-IL,Quincy,87IS,87IS,"39.886199951171875, -91.3207015991211"
87KS,closed,Holyrood Municipal Airport,1805,NA,US,US-KS,Holyrood,,,"38.587502, -98.4048"
87KY,heliport,Midwest Communication Heliport,850,NA,US,US-KY,Highland Heights,87KY,87KY,"39.04560089111328, -84.46379852294922"
87LA,closed,Lafayette Hilton Heliport,169,NA,US,US-LA,Lafayette,,,"30.196, -92.0153"
87MI,heliport,Borgess Pipp Hospital Heliport,726,NA,US,US-MI,Plainwell,87MI,87MI,"42.447261, -85.654975"
87MN,small_airport,Erickson Airport,1155,NA,US,US-MN,Roosevelt,87MN,87MN,"48.810298919677734, -95.20159912109375"
87MO,small_airport,Richters Airport,915,NA,US,US-MO,East Lynne,87MO,87MO,"38.69609832763672, -94.25800323486328"
87N,heliport,Southampton Heliport,5,NA,US,US-NY,Southampton,87N,87N,"40.8473014831543, -72.46399688720703"
87NC,small_airport,Angier (C A G Farms) Airport,310,NA,US,US-NC,Angier,27NR,87NC,"35.4687616608, -78.6520028114"
87NE,small_airport,Knox Landing Airport,1638,NA,US,US-NE,York,87NE,87NE,"40.809200286865234, -97.58779907226562"
87NJ,heliport,Shore Memorial Hospital Heliport,75,NA,US,US-NJ,Somers Point,87NJ,87NJ,"39.31399917602539, -74.59400177001953"
87OH,small_airport,Mundron Field,840,NA,US,US-OH,Fayette,87OH,87OH,"41.70560073852539, -84.37359619140625"
87OI,small_airport,Lake Air Ranch Airport,690,NA,US,US-OH,Norwalk,87OI,87OI,"41.272300720214844, -82.62300109863281"
87OK,heliport,Wagoner Community Hospital Heliport,650,NA,US,US-OK,Wagoner,87OK,87OK,"35.95009994506836, -95.05020141601562"
87OR,small_airport,Moondance Ranch Airport,4980,NA,US,US-OR,Beatty,87OR,87OR,"42.651798248291016, -121.3290023803711"
87PA,small_airport,Waltman Airport,1360,NA,US,US-PA,Chicora,87PA,87PA,"40.92649841308594, -79.73870086669922"
87TA,small_airport,Cielo Grande Ranch Airport,2180,NA,US,US-TX,Mountain Home,87TA,87TA,"30.18910026550293, -99.2697982788086"
87TE,small_airport,Rose Field Airport,100,NA,US,US-TX,Needville,87TE,87TE,"29.4519004822, -95.8655014038"
87TS,heliport,Star Houston Heliport,123,NA,US,US-TX,Houston,87TS,87TS,"29.783599853515625, -95.44300079345703"
87TX,small_airport,Porter Ranch Airport,418,NA,US,US-TX,Burnell,87TX,87TX,"28.690000534057617, -97.76029968261719"
87VA,small_airport,Cottonwood Farm Airport,690,NA,US,US-VA,Crozet,87VA,87VA,"38.08110046386719, -78.69560241699219"
87WA,heliport,Trios Women & Childrens Hospital Heliport,395,NA,US,US-WA,Kennewick,87WA,87WA,"46.199343, -119.120221"
87WI,small_airport,Quale Airport,955,NA,US,US-WI,Cottage Grove,87WI,87WI,"43.01940155029297, -89.1854019165039"
87XS,small_airport,Cinco B Ranch Airport,1457,NA,US,US-TX,Medina,87XS,87XS,"29.787700653076172, -99.26280212402344"
88AK,small_airport,Dutch Landing Strip,300,NA,US,US-AK,Sterling,88AK,88AK,"60.54029846191406, -150.8679962158203"
88AZ,small_airport,Grapevine Airstrip,2329,NA,US,US-AZ,Roosevelt,88AZ,88AZ,"33.6409083, -111.0569167"
88C,small_airport,Palmyra Municipal Airport,851,NA,US,US-WI,Palmyra,88C,88C,"42.88359832763672, -88.59739685058594"
88CA,heliport,Regional Medical Center San Jose H2 Heliport,120,NA,US,US-CA,San Jose,88CA,88CA,"37.361464, -121.848503"
88CL,heliport,Park Place Heliport,35,NA,US,US-CA,Irvine,88CL,88CL,"33.67290115356445, -117.84600067138672"
88CO,small_airport,Tranquila Airport,6320,NA,US,US-CO,Yoder,88CO,88CO,"38.88610076904297, -104.2490005493164"
88D,small_airport,Hinde Airport,609,NA,US,US-OH,Huron,88D,88D,"41.40370178222656, -82.60130310058594"
88FA,heliport,Tampa Hard Rock Helipad,87,NA,US,US-FL,Tampa,88FA,88FA,"27.9955167, -82.370144"
88FD,heliport,Bethesda Memorial Hospital Heliport,55,NA,US,US-FL,Boynton Beach,88FD,88FD,"26.50429916381836, -80.07029724121094"
88FL,heliport,Sailfish Point Heliport,5,NA,US,US-FL,Sewall's Point,88FL,88FL,"27.1697998046875, -80.15670013427734"
88G,small_airport,Gradolph Field,673,NA,US,US-MI,Petersburg,88G,88G,"41.9197998046875, -83.73490142822266"
88GA,small_airport,Beaver Creek Airport,810,NA,US,US-GA,Concord,88GA,88GA,"33.111900329589844, -84.4447021484375"
88IL,closed,Mary's Landing Airport,910,NA,US,US-IL,Capron,,,"42.413102, -88.733299"
88IN,closed,Gardner Airport,740,NA,US,US-IN,Boggstown,,,"39.5798, -85.932198"
88IS,small_airport,Blickhan Lndg Area Airport,635,NA,US,US-IL,Quincy,88IS,88IS,"40.008399963399995, -91.3821029663"
88KY,heliport,Saint Joseph Hospital Heliport,980,NA,US,US-KY,Lexington,88KY,88KY,"38.032901763916016, -84.52519989013672"
88LA,small_airport,Freebird Field,20,NA,US,US-LA,Lafayette,88LA,88LA,"30.1294002532959, -92.13510131835938"
88LL,small_airport,Block Airport,917,NA,US,US-IL,Pearl City,88LL,88LL,"42.19169998168945, -89.83820343017578"
88MN,small_airport,Fox Field,1000,NA,US,US-MN,Young America,88MN,88MN,"44.801700592041016, -93.95030212402344"
88MO,small_airport,Howell Valley Airport,950,NA,US,US-MO,West Plains,88MO,88MO,"36.701698303222656, -91.80269622802734"
88NC,small_airport,Corriher Field,840,NA,US,US-NC,Salisbury,88NC,88NC,"35.63249969482422, -80.685302734375"
88ND,small_airport,Goodman Strip,1560,NA,US,US-ND,Milton,88ND,88ND,"48.708900451660156, -97.99400329589844"
88NE,small_airport,Ensor Field,1170,NA,US,US-NE,Johnson,88NE,88NE,"40.403900146484375, -96.01719665527344"
88NV,small_airport,Black Rock City Airport,3904,NA,US,US-NV,Gerlach,88NV,88NV,"40.757333, -119.212861"
88NY,small_airport,Zelazny Airport,635,NA,US,US-NY,Shelby,88NY,88NY,"43.157798767089844, -78.3583984375"
88OH,small_airport,Chippewa Field,596,NA,US,US-OH,Williston,88OH,88OH,"41.599998474121094, -83.31659698486328"
88OI,heliport,Akron City Hospital Heliport,1368,NA,US,US-OH,Akron,88OI,88OI,"41.08110046386719, -81.50029754638672"
88OK,small_airport,Hilltop Airport,1070,NA,US,US-OK,Stillwater,88OK,88OK,"36.19340133666992, -97.0906982421875"
88OL,closed,Pace Field,825,NA,US,US-OK,Calvin,,,"34.9645, -96.271103"
88OR,small_airport,Tallman Airport,303,NA,US,US-OR,Lebanon,88OR,88OR,"44.56829833984375, -122.97100067138672"
88PA,small_airport,Mc Coy Airport,1200,NA,US,US-PA,Clinton,88PA,88PA,"40.539199829100006, -80.4131011963"
88TA,small_airport,Figure 2 Ranch Airport,3700,NA,US,US-TX,Van Horn,88TA,88TA,"31.45599937438965, -104.84400177001953"
88TE,small_airport,Thunderbird Southwest Airport,385,NA,US,US-TX,La Grange,,,"29.901667, -96.799167"
88TN,small_airport,Piney Creek Airport,1960,NA,US,US-TN,Altamont,88TN,88TN,"35.4245, -85.779333"
88TS,heliport,Fort Wolters Helicopters Heliport,887,NA,US,US-TX,Mineral Wells,88TS,88TS,"32.833499908447266, -98.052001953125"
88TX,heliport,Christus Mother Frances Hospital - Sulphur Springs Heliport,476,NA,US,US-TX,Sulphur Springs,88TX,88TX,"33.158041, -95.599235"
88VA,small_airport,Belmont Farm Airport,305,NA,US,US-VA,Culpeper,88VA,88VA,"38.37419891357422, -77.99189758300781"
88VT,small_airport,Hawk's Nest Airport,140,NA,US,US-VT,Isle Lamotte,88VT,88VT,"44.878299713134766, -73.35030364990234"
88WA,heliport,Personal 500 Sales Co. Heliport,50,NA,US,US-WA,Sumner,88WA,88WA,"47.20370101928711, -122.2239990234375"
88WI,small_airport,Nicolet Airport,790,NA,US,US-WI,Green Bay,88WI,88WI,"44.50830078125, -87.86070251464844"
88XS,closed,Bogan & Fontenot Airport,35,NA,US,US-TX,Nome,,,"30.0191, -94.387703"
89AK,small_airport,Lincoln Village Airpark,250,NA,US,US-AK,Wasilla,89AK,89AK,"61.55939865112305, -149.7050018310547"
89CA,small_airport,Swanson Ranch Nr 2 Airport,237,NA,US,US-CA,Riverdale,89CA,89CA,"36.46659851074219, -119.88400268554688"
89CL,heliport,Elwood Onshore Facility Heliport,15,NA,US,US-CA,Goleta,89CL,89CL,"34.430301666259766, -119.91200256347656"
89CO,small_airport,Vallery Airport,4480,NA,US,US-CO,Wiggins,89CO,89CO,"40.23889923095703, -103.99199676513672"
89D,small_airport,Kelleys Island Land Field,598,NA,US,US-OH,Kelleys Island,89D,89D,"41.60279846191406, -82.68460083007812"
89FD,heliport,Tranquility Pad Heliport,38,NA,US,US-FL,Dade City,89FD,89FD,"28.401399612426758, -82.24259948730469"
89FL,seaplane_base,Lake Hiawassee Seaplane Base,70,NA,US,US-FL,Orlando,89FL,89FL,"28.529199600219727, -81.48090362548828"
89GE,small_airport,South Fulton Airport,1025,NA,US,US-GA,Palmetto,89GE,89GE,"33.537601470947266, -84.63880157470703"
89IA,small_airport,Chain Lakes Airpark,825,NA,US,US-IA,Cedar Rapids,89IA,89IA,"42.05139923095703, -91.716796875"
89IL,closed,UMC Trauma Center Heliport,695,NA,US,US-IL,Moline,,,"41.5028, -90.526496"
89IN,small_airport,Milhon Airport,615,NA,US,US-IN,Martinsville,89IN,89IN,"39.511172, -86.384724"
89IS,small_airport,Voges Airstrip,424,NA,US,US-IL,Red Bud,89IS,89IS,"38.21670150756836, -89.97509765625"
89KS,heliport,Neosho Memorial Regional Hospital Heliport,988,NA,US,US-KS,Chanute,89KS,89KS,"37.67499923706055, -95.47329711914062"
89KY,heliport,Clark Regional Medical Center Heliport,988,NA,US,US-KY,Winchester,89KY,89KY,"38.00032, -84.19656"
89LA,heliport,Acadiana One Office Bldg Heliport,30,NA,US,US-LA,Lafayette,89LA,89LA,"30.174900054900004, -92.07929992679999"
89LL,small_airport,Norman Airport,750,NA,US,US-IL,Peotone,89LL,89LL,"41.3583984375, -87.7249984741211"
89MN,small_airport,Beskar Airport,900,NA,US,US-MN,Taylors Falls,89MN,89MN,"45.387699127197266, -92.6968994140625"
89MO,small_airport,Bishop's Landing Airport,1000,NA,US,US-MO,Westline,89MO,89MO,"38.58330154418945, -94.57969665527344"
89NC,small_airport,Strickland Field,98,NA,US,US-NC,Fair Bluff,89NC,89NC,"34.26639938354492, -79.02359771728516"
89ND,small_airport,Poleschook Airport,2245,NA,US,US-ND,Minot,89ND,89ND,"47.911399841308594, -101.2490005493164"
89NE,small_airport,George Airport,2850,NA,US,US-NE,Hershey,89NE,89NE,"41.1702995300293, -101.0009994506836"
89NJ,small_airport,Strawberry Fields Airport,45,NA,US,US-NJ,Mays Landing,89NJ,89NJ,"39.489200592041016, -74.72360229492188"
89NY,small_airport,Maxson Airfield,340,NA,US,US-NY,Alexandria Bay,89NY,89NY,"44.312002, -75.90034"
89OH,heliport,Blanchard Valey Regional Health Center Heliport,860,NA,US,US-OH,Findlay,89OH,89OH,"41.017799377441406, -83.65139770507812"
89OI,small_airport,Circle C Airport,1042,NA,US,US-OH,Berlin Center,89OI,89OI,"41.03889846801758, -80.98400115966797"
89OK,small_airport,Neversweat Too Airport,565,NA,US,US-OK,Sallisaw,89OK,89OK,"35.44309997558594, -94.89749908447266"
89OR,small_airport,Mucky Flat Airport,2000,NA,US,US-OR,Eagle Point,89OR,89OR,"42.597900390625, -122.71299743652344"
89PA,heliport,Kirschstein Heliport,1195,NA,US,US-PA,Murrysville,89PA,89PA,"40.46620178222656, -79.62809753417969"
89TA,small_airport,Soaring Club of Houston Gliderport,308,NA,US,US-TX,Waller,89TA,89TA,"30.192699432373047, -95.96330261230469"
89TE,small_airport,Lajitas International Airport,2630,NA,US,US-TX,Lajitas,89TE,89TE,"29.27799988, -103.6869965"
89TN,heliport,Edwards Heliport,1580,NA,US,US-TN,Johnson City,89TN,89TN,"36.4325, -82.293611"
89TS,small_airport,Carter Ranch Airport,215,NA,US,US-TX,Oakwood,89TS,89TS,"31.56679916381836, -95.7666015625"
89TX,small_airport,Aero-Bee Ranch Airstrip,1242,NA,US,US-TX,Burnet,89TX,89TX,"30.87929916381836, -98.41699981689453"
89VA,small_airport,Hidden River Airport,780,NA,US,US-VA,Edinburg,89VA,89VA,"38.522300720214844, -78.52420043945312"
89WA,small_airport,Williams Airpatch Airport,130,NA,US,US-WA,Arlington,89WA,89WA,"48.27069854736328, -122.01899719238281"
89WI,small_airport,Tuschen Airport,1060,NA,US,US-WI,Jonesdale,89WI,89WI,"42.906898498535156, -90.03209686279297"
89XS,heliport,Joe Rye Heliport,49,NA,US,US-TX,Pearland,89XS,89XS,"29.5851993560791, -95.30359649658203"
89Y,small_airport,Maidens Airport,920,NA,US,US-MI,Williamston,89Y,89Y,"42.7333984375, -84.32360076904297"
8A4,heliport,Indianapolis Downtown Heliport,732,NA,US,US-IN,Indianapolis,8A4,8A4,"39.765899658203, -86.148902893066"
8A7,small_airport,Twin Lakes Airport,818,NA,US,US-NC,Mocksville,8A7,8A7,"35.91490173339844, -80.45680236816406"
8AK0,closed,Diamond NN Cannery Airport,60,NA,US,US-AK,South Naknek,,,"58.710895, -156.994991"
8AK1,small_airport,Jacobus Field,1670,NA,US,US-AK,Gulkana,8AK1,8AK1,"62.28030014038086, -145.36300659179688"
8AK2,small_airport,Carty's Airstrip,150,NA,US,US-AK,Kenai,8AK2,8AK2,"60.70249938964844, -151.29400634765625"
8AK3,small_airport,Roland Norton Memorial Airstrip,360,NA,US,US-AK,Selawik,8AK3,8AK3,"66.76599884033203, -160.1529998779297"
8AK4,closed,Scout Lake Seaplane Base,245,NA,US,US-AK,Sterling,,,"60.534199, -150.852001"
8AK5,small_airport,Fort Crosby Airport,650,NA,US,US-AK,Trapper Creek,8AK5,8AK5,"62.513888, -150.265277"
8AK6,small_airport,Little Susitna Airport,70,NA,US,US-AK,Susitna Station,8AK6,8AK6,"61.37189865112305, -150.26199340820312"
8AK8,small_airport,North Cubs Strip Airport,350,NA,US,US-AK,Wasilla,8AK8,8AK8,"61.6300010681, -149.682998657"
8AK9,small_airport,Tok 2 Airport,1630,NA,US,US-AK,Tok,8AK9,8AK9,"63.308904791, -143.016929626"
8AL0,heliport,Mitchell Dam Heliport,442,NA,US,US-AL,Clanton,8AL0,8AL0,"32.800559, -86.446674"
8AL1,heliport,Med West-Hoover Heliport,600,NA,US,US-AL,Hoover,8AL1,8AL1,"33.354794, -86.85609"
8AL2,small_airport,Charles C Killough Field,443,NA,US,US-AL,Talladega,8AL2,8AL2,"33.355426, -86.262135"
8AL3,small_airport,Fricks Field Airport,,NA,US,US-AL,Boaz,8AL3,8AL3,"34.1417667, -86.0885667"
8AL4,heliport,Lay Dam Heliport,331,NA,US,US-AL,Jemison,8AL4,8AL4,"32.959231, -86.519564"
8AL5,heliport,Plant Gorgas Heliport,256,NA,US,US-AL,Parrish,8AL5,8AL5,"33.642483, -87.197172"
8AL6,heliport,Air Evac Base 32 Heliport,612,NA,US,US-AL,Scottsboro,8AL6,8AL6,"34.660352, -86.049279"
8AL8,heliport,Woodland Clinic Heliport,1119,NA,US,US-AL,Woodland,8AL8,8AL8,"33.373278, -85.396754"
8AL9,heliport,Wiregrass Hospital Heliport,160,NA,US,US-AL,Geneva,8AL9,8AL9,"31.04960060119629, -85.8916015625"
8AN6,small_airport,Isaacson Airport,2410,NA,US,US-WA,Medical Lake,8AN6,8AN6,"47.65919876098633, -117.68199920654297"
8AR0,small_airport,Hargrove Airport,211,NA,US,US-AR,Stuttgart,8AR0,8AR0,"34.51259994506836, -91.56400299072266"
8AR1,small_airport,Totty Field Airport,780,NA,US,US-AR,Oakland,8AR1,8AR1,"36.4893989563, -92.6421966553"
8AZ5,small_airport,Lizzy Lizard Airport,4200,NA,US,US-AZ,Portal,8AZ5,8AZ5,"31.897944, -109.056917"
8B2,small_airport,Twin Mountain Airport,1459,NA,US,US-NH,Twin Mountain,8B2,8B2,"44.263999938964844, -71.54759979248047"
8C2,small_airport,Sully Municipal Airport,922,NA,US,US-IA,Sully,8C2,8C2,"41.574100494384766, -92.84660339355469"
8C5,small_airport,Toledo Municipal Airport,960,NA,US,US-IA,Toledo,8C5,8C5,"41.98820114135742, -92.5479965209961"
8C6,small_airport,Traer Municipal Airport,892,NA,US,US-IA,Traer,8C6,8C6,"42.19919967651367, -92.45800018310547"
8CA0,small_airport,Osborne Airport,2900,NA,US,US-CA,Victorville,8CA0,8CA0,"34.583900451699996, -117.266998291"
8CA1,heliport,Merle Norman Cosmetics (Sylmar) Heliport,1215,NA,US,US-CA,Sylmar,8CA1,8CA1,"34.30500030517578, -118.46499633789062"
8CA2,heliport,Auburn Cdf Heliport,1635,NA,US,US-CA,Auburn,8CA2,8CA2,"38.934600830078125, -121.0530014038086"
8CA3,heliport,High Hill Ranch Heliport,2885,NA,US,US-CA,Camino,8CA3,8CA3,"38.74209976196289, -120.71800231933594"
